Modelo;Arquivo_Origem;Parametro;Formula
0200;0200_Corrections_Parameters.htm;C90X;C90x(d(),fd(),DT)
0200;0200_Corrections_Parameters.htm;C90Y;C90y(d(),fd(),DT)
0200;0200_Corrections_Parameters.htm;HC90X;HC90x(d(), fd(), DT)
0200;0200_Corrections_Parameters.htm;GLC;GlueCorr(d())
0200;0200_Corrections_Parameters.htm;LPC;LPCorr(d())
0200;0200_Flaps_Parameters.htm;FH;(W+Wlc)/2+C90X
0200;0200_Flaps_Parameters.htm;CT1;2
0200;0200_Flaps_Parameters.htm;DxTB1;2
0200;0200_Flaps_Parameters.htm;FH1;FH+UL*LSC
0200;0200_Flaps_Parameters.htm;CT2;3
0200;0200_Flaps_Parameters.htm;DxTB;5
0200;0200_Flaps_Parameters.htm;DxTB2;3
0200;0200_Glue_Flap_Parameters.htm;GL;GLWidth(d())
0200;0200_Glue_Flap_Parameters.htm;GLA;65
0200;0200_Glue_Flap_Parameters.htm;GLA1;90
0200;0200_Layers_Parameters.htm;HILN;0
0200;0200_Layers_Parameters.htm;HOLN;switch(UL, No, 0, Yes, 1)
0200;0200_Layers_Parameters.htm;WILN;0
0200;0200_Layers_Parameters.htm;WOLN;0
0200;0200_Layers_Parameters.htm;LILN;0
0200;0200_Layers_Parameters.htm;LOLN;0
0200;0200_Layers_Parameters.htm;LSC;LSCf(d())
0200;0200_Layers_Parameters.htm;Wlc;LC(d(),DT,WILN,WOLN)
0200;0200_Layers_Parameters.htm;Llc;LC(d(),DT,LILN,LOLN)
0200;0200_Layers_Parameters.htm;Hlc;LC(d(),DT,HILN,HOLN)
0200;0200_Main_Parameters.htm;L;280
0200;0200_Main_Parameters.htm;W;200
0200;0200_Main_Parameters.htm;H;150
0200;0200_Main_Parameters.htm;DT;dtID
0200;0200_Main_Parameters.htm;UL;No
0200;0200_Score-to-Score_Parameters.htm;Lss1;L+Llc+2*C90Y-GLC
0200;0200_Score-to-Score_Parameters.htm;Wss;W+2*C90Y
0200;0200_Score-to-Score_Parameters.htm;Lss;L+2*C90Y
0200;0200_Score-to-Score_Parameters.htm;Wss1;W+Wlc+2*C90Y-GLC
0200;0200_Score-to-Score_Parameters.htm;Hss;H+Hlc+HC90X
0200;0200_Slot_Parameters.htm;SE;2
0200;0200_Slot_Parameters.htm;SW;SlotWidth(d())
0200;0200_Slot_Parameters.htm;SW2;SW/2
0200;0200_Slot_Parameters.htm;EdgeType;Flat
0200;0200_Slot_Parameters.htm;ExtL;3
0200;0200_Slot_Parameters.htm;SW1;SW/2
0200;0200_Slot_Parameters.htm;DxCh;SW1
0200;0200_Slot_Parameters.htm;ChL;3
0201;0201_Corrections_Parameters.htm;C90X;C90x(d(),fd(),DT)
0201;0201_Corrections_Parameters.htm;C90Y;C90y(d(),fd(),DT)
0201;0201_Corrections_Parameters.htm;HC90X;HC90x(d(), fd(), DT)
0201;0201_Corrections_Parameters.htm;GLC;GlueCorr(d())
0201;0201_Corrections_Parameters.htm;LPC;LPCorr(d())
0201;0201_Flaps_Parameters.htm;FH;(W+Wlc)/2+C90X
0201;0201_Flaps_Parameters.htm;CT1;2
0201;0201_Flaps_Parameters.htm;DxTB1;2
0201;0201_Flaps_Parameters.htm;FH1;FH+UL*LSC
0201;0201_Flaps_Parameters.htm;CT2;3
0201;0201_Flaps_Parameters.htm;DxTB;5
0201;0201_Flaps_Parameters.htm;DxTB2;3
0201;0201_Glue_Flap_Parameters.htm;GL;GLWidth(d())
0201;0201_Glue_Flap_Parameters.htm;GLA;65
0201;0201_Glue_Flap_Parameters.htm;GLA1;65
0201;0201_Layers_Parameters.htm;HILN;0
0201;0201_Layers_Parameters.htm;HOLN;switch(UL, No, 0, Yes, 2)
0201;0201_Layers_Parameters.htm;WILN;0
0201;0201_Layers_Parameters.htm;WOLN;0
0201;0201_Layers_Parameters.htm;LILN;0
0201;0201_Layers_Parameters.htm;LOLN;0
0201;0201_Layers_Parameters.htm;LSC;LSCf(d())
0201;0201_Layers_Parameters.htm;Wlc;LC(d(),DT,WILN,WOLN)
0201;0201_Layers_Parameters.htm;Llc;LC(d(),DT,LILN,LOLN)
0201;0201_Layers_Parameters.htm;Hlc;LC(d(),DT,HILN,HOLN)
0201;0201_Main_Parameters.htm;L;280
0201;0201_Main_Parameters.htm;W;200
0201;0201_Main_Parameters.htm;H;150
0201;0201_Main_Parameters.htm;DT;dtID
0201;0201_Main_Parameters.htm;UL;No
0201;0201_Score-to-Score_Parameters.htm;Lss1;L+Llc+2*C90Y-GLC
0201;0201_Score-to-Score_Parameters.htm;Wss;W+2*C90Y
0201;0201_Score-to-Score_Parameters.htm;Lss;L+2*C90Y
0201;0201_Score-to-Score_Parameters.htm;Wss1;W+Wlc+2*C90Y-GLC
0201;0201_Score-to-Score_Parameters.htm;Hss;H+Hlc+2*HC90X
0201;0201_Slot_Parameters.htm;SE;2
0201;0201_Slot_Parameters.htm;SW;SlotWidth(d())
0201;0201_Slot_Parameters.htm;SW2;SW/2
0201;0201_Slot_Parameters.htm;EdgeType;Flat
0201;0201_Slot_Parameters.htm;ChL;3
0201;0201_Slot_Parameters.htm;SW1;SW/2
0201;0201_Slot_Parameters.htm;DxCh;SW1
0201;0201_Slot_Parameters.htm;ExtL;3
0202;0202_Corrections_Parameters.htm;C90X;C90x(d(),fd(),DT)
0202;0202_Corrections_Parameters.htm;C90Y;C90y(d(),fd(),DT)
0202;0202_Corrections_Parameters.htm;HC90X;HC90x(d(), fd(), DT)
0202;0202_Corrections_Parameters.htm;GLC;GlueCorr(d())
0202;0202_Corrections_Parameters.htm;LPC;LPCorr(d())
0202;0202_Flaps_Parameters.htm;FE;20
0202;0202_Flaps_Parameters.htm;FH;(W+Wlc)/2+FE+C90X
0202;0202_Flaps_Parameters.htm;CT1;2
0202;0202_Flaps_Parameters.htm;DxTB1;2
0202;0202_Flaps_Parameters.htm;FH1;FH+UL*LSC
0202;0202_Flaps_Parameters.htm;CT2;3
0202;0202_Flaps_Parameters.htm;DxTB;5
0202;0202_Flaps_Parameters.htm;DxTB2;3
0202;0202_Glue_Flap_Parameters.htm;GL;GLWidth(d())
0202;0202_Glue_Flap_Parameters.htm;GLA;65
0202;0202_Layers_Parameters.htm;LSC;LSCf(d())
0202;0202_Layers_Parameters.htm;Wlc;LC(d(),DT,WILN,WOLN)
0202;0202_Layers_Parameters.htm;LILN;0
0202;0202_Layers_Parameters.htm;LOLN;0
0202;0202_Layers_Parameters.htm;HILN;0
0202;0202_Layers_Parameters.htm;HOLN;switch(UL, No, 0, Yes, 2)
0202;0202_Layers_Parameters.htm;WILN;0
0202;0202_Layers_Parameters.htm;WOLN;0
0202;0202_Layers_Parameters.htm;Llc;LC(d(), DT, LILN, LOLN)
0202;0202_Layers_Parameters.htm;Hlc;LC(d(),DT,HILN,HOLN)
0202;0202_Main_Parameters.htm;L;280
0202;0202_Main_Parameters.htm;W;200
0202;0202_Main_Parameters.htm;H;150
0202;0202_Main_Parameters.htm;DT;dtID
0202;0202_Main_Parameters.htm;UL;No
0202;0202_Score-to-Score_Parameters.htm;Lss1;L+Llc+2*C90Y-GLC
0202;0202_Score-to-Score_Parameters.htm;Wss;W+2*C90Y
0202;0202_Score-to-Score_Parameters.htm;Lss;L+2*C90Y
0202;0202_Score-to-Score_Parameters.htm;Wss1;W+Wlc+2*C90Y-GLC
0202;0202_Score-to-Score_Parameters.htm;Hss;H+Hlc+2*HC90X
0202;0202_Slot_Parameters.htm;SE;2
0202;0202_Slot_Parameters.htm;SW;SlotWidth(d())
0202;0202_Slot_Parameters.htm;SW2;SW/2
0202;0202_Slot_Parameters.htm;EdgeType;Flat
0202;0202_Slot_Parameters.htm;ExtL;3
0202;0202_Slot_Parameters.htm;SW1;SW/2
0202;0202_Slot_Parameters.htm;DxCh;SW1
0202;0202_Slot_Parameters.htm;ChL;3
0203;0203_Corrections_Parameters.htm;C90X;C90x(d(),fd(),DT)
0203;0203_Corrections_Parameters.htm;C90Y;C90y(d(),fd(),DT)
0203;0203_Corrections_Parameters.htm;HC90X;HC90x(d(), fd(), DT)
0203;0203_Corrections_Parameters.htm;GLC;GlueCorr(d())
0203;0203_Corrections_Parameters.htm;LPC;LPCorr(d())
0203;0203_Flaps_Parameters.htm;FH;W+Wlc-d()+C90X
0203;0203_Flaps_Parameters.htm;CT1;2
0203;0203_Flaps_Parameters.htm;DxTB1;2
0203;0203_Flaps_Parameters.htm;FH1;FH+UL*LSC
0203;0203_Flaps_Parameters.htm;CT2;3
0203;0203_Flaps_Parameters.htm;DxTB;5
0203;0203_Flaps_Parameters.htm;DxTB2;3
0203;0203_Glue_Flap_Parameters.htm;GL;GLWidth(d())
0203;0203_Glue_Flap_Parameters.htm;GLA;65
0203;0203_Layers_Parameters.htm;LSC;LSCf(d())
0203;0203_Layers_Parameters.htm;Wlc;LC(d(),DT,WILN,WOLN)
0203;0203_Layers_Parameters.htm;LILN;0
0203;0203_Layers_Parameters.htm;LOLN;0
0203;0203_Layers_Parameters.htm;HILN;0
0203;0203_Layers_Parameters.htm;HOLN;switch(UL, No, 0, Yes, 2)
0203;0203_Layers_Parameters.htm;WILN;0
0203;0203_Layers_Parameters.htm;WOLN;0
0203;0203_Layers_Parameters.htm;Llc;LC(d(), DT, LILN, LOLN)
0203;0203_Layers_Parameters.htm;Hlc;LC(d(),DT,HILN,HOLN)
0203;0203_Main_Parameters.htm;L;280
0203;0203_Main_Parameters.htm;W;200
0203;0203_Main_Parameters.htm;H;150
0203;0203_Main_Parameters.htm;DT;dtID
0203;0203_Main_Parameters.htm;UL;No
0203;0203_Score-to-Score_Parameters.htm;Lss1;L+Llc+2*C90Y-GLC
0203;0203_Score-to-Score_Parameters.htm;Wss;W+2*C90Y
0203;0203_Score-to-Score_Parameters.htm;Lss;L+2*C90Y
0203;0203_Score-to-Score_Parameters.htm;Wss1;W+Wlc+2*C90Y-GLC
0203;0203_Score-to-Score_Parameters.htm;Hss;H+Hlc+2*HC90X
0203;0203_Slot_Parameters.htm;SE;2
0203;0203_Slot_Parameters.htm;SW;SlotWidth(d())
0203;0203_Slot_Parameters.htm;SW2;SW/2
0203;0203_Slot_Parameters.htm;EdgeType;Flat
0203;0203_Slot_Parameters.htm;ExtL;3
0203;0203_Slot_Parameters.htm;SW1;SW/2
0203;0203_Slot_Parameters.htm;DxCh;SW1
0203;0203_Slot_Parameters.htm;ChL;3
0204;0204_Corrections_Parameters.htm;C90X;C90x(d(),fd(),DT)
0204;0204_Corrections_Parameters.htm;C90Y;C90y(d(),fd(),DT)
0204;0204_Corrections_Parameters.htm;HC90X;HC90x(d(), fd(), DT)
0204;0204_Corrections_Parameters.htm;GLC;GlueCorr(d())
0204;0204_Corrections_Parameters.htm;LPC;LPCorr(d())
0204;0204_Flaps_Parameters.htm;FH;(W+Wlc)/2+C90X
0204;0204_Flaps_Parameters.htm;CT1;2
0204;0204_Flaps_Parameters.htm;DxTB1;2
0204;0204_Flaps_Parameters.htm;FH1;(L+Llc)/2+C90X
0204;0204_Flaps_Parameters.htm;CT2;3
0204;0204_Flaps_Parameters.htm;DxTB;5
0204;0204_Flaps_Parameters.htm;DxTB2;3
0204;0204_Glue_Flap_Parameters.htm;GL;GLWidth(d())
0204;0204_Glue_Flap_Parameters.htm;GLA;65
0204;0204_Layers_Parameters.htm;LSC;LSCf(d())
0204;0204_Layers_Parameters.htm;LILN;0
0204;0204_Layers_Parameters.htm;LOLN;0
0204;0204_Layers_Parameters.htm;HILN;0
0204;0204_Layers_Parameters.htm;HOLN;switch(UL, No, 0, Yes, 2)
0204;0204_Layers_Parameters.htm;WILN;0
0204;0204_Layers_Parameters.htm;WOLN;0
0204;0204_Layers_Parameters.htm;Wlc;LC(d(),DT,WILN,WOLN)
0204;0204_Layers_Parameters.htm;Llc;LC(d(), DT, LILN, LOLN)
0204;0204_Layers_Parameters.htm;Hlc;LC(d(),DT,HILN,HOLN)
0204;0204_Main_Parameters.htm;L;280
0204;0204_Main_Parameters.htm;W;200
0204;0204_Main_Parameters.htm;H;150
0204;0204_Main_Parameters.htm;DT;dtID
0204;0204_Main_Parameters.htm;UL;No
0204;0204_Score-to-Score_Parameters.htm;Lss1;L+Llc+2*C90Y-GLC
0204;0204_Score-to-Score_Parameters.htm;Wss;W+2*C90Y
0204;0204_Score-to-Score_Parameters.htm;Lss;L+2*C90Y
0204;0204_Score-to-Score_Parameters.htm;Wss1;W+Wlc+2*C90Y-GLC
0204;0204_Score-to-Score_Parameters.htm;Hss;H+Hlc+2*HC90X
0204;0204_Slot_Parameters.htm;SE;2
0204;0204_Slot_Parameters.htm;SW;SlotWidth(d())
0204;0204_Slot_Parameters.htm;SW2;SW/2
0204;0204_Slot_Parameters.htm;EdgeType;Flat
0204;0204_Slot_Parameters.htm;ExtL;3
0204;0204_Slot_Parameters.htm;SW1;SW/2
0204;0204_Slot_Parameters.htm;DxCh;SW1
0204;0204_Slot_Parameters.htm;ChL;3
0205;0205_Corrections_Parameters.htm;C90X;C90x(d(),fd(),DT)
0205;0205_Corrections_Parameters.htm;C90Y;C90y(d(),fd(),DT)
0205;0205_Corrections_Parameters.htm;HC90X;HC90x(d(), fd(), DT)
0205;0205_Corrections_Parameters.htm;GLC;GlueCorr(d())
0205;0205_Corrections_Parameters.htm;LPC;LPCorr(d())
0205;0205_Flaps_Parameters.htm;FH1;(L+Llc)/2+C90X
0205;0205_Flaps_Parameters.htm;CT2;3
0205;0205_Flaps_Parameters.htm;DxTB;5
0205;0205_Flaps_Parameters.htm;DxTB2;3
0205;0205_Flaps_Parameters.htm;FH;FH1-UL*LSC
0205;0205_Flaps_Parameters.htm;CT1;2
0205;0205_Flaps_Parameters.htm;DxTB1;2
0205;0205_Glue_Flap_Parameters.htm;GL;GLWidth(d())
0205;0205_Glue_Flap_Parameters.htm;GLA;65
0205;0205_Layers_Parameters.htm;LSC;LSCf(d())
0205;0205_Layers_Parameters.htm;Wlc;LC(d(),DT,WILN,WOLN)
0205;0205_Layers_Parameters.htm;LILN;0
0205;0205_Layers_Parameters.htm;LOLN;0
0205;0205_Layers_Parameters.htm;HILN;0
0205;0205_Layers_Parameters.htm;HOLN;switch(UL, No, 0, Yes, 2)
0205;0205_Layers_Parameters.htm;WILN;0
0205;0205_Layers_Parameters.htm;WOLN;0
0205;0205_Layers_Parameters.htm;Llc;LC(d(), DT, LILN, LOLN)
0205;0205_Layers_Parameters.htm;Hlc;LC(d(),DT,HILN,HOLN)
0205;0205_Main_Parameters.htm;L;280
0205;0205_Main_Parameters.htm;W;200
0205;0205_Main_Parameters.htm;H;150
0205;0205_Main_Parameters.htm;DT;dtID
0205;0205_Main_Parameters.htm;UL;No
0205;0205_Score-to-Score_Parameters.htm;Lss1;L+Llc+2*C90Y-GLC
0205;0205_Score-to-Score_Parameters.htm;Wss;W+2*C90Y
0205;0205_Score-to-Score_Parameters.htm;Lss;L+2*C90Y
0205;0205_Score-to-Score_Parameters.htm;Wss1;W+Wlc+2*C90Y-GLC
0205;0205_Score-to-Score_Parameters.htm;Hss;H+Hlc+2*HC90X
0205;0205_Slot_Parameters.htm;SE;2
0205;0205_Slot_Parameters.htm;SW;SlotWidth(d())
0205;0205_Slot_Parameters.htm;SW2;SW/2
0205;0205_Slot_Parameters.htm;EdgeType;Flat
0205;0205_Slot_Parameters.htm;ExtL;3
0205;0205_Slot_Parameters.htm;SW1;SW/2
0205;0205_Slot_Parameters.htm;DxCh;SW1
0205;0205_Slot_Parameters.htm;ChL;3
0206;0206_Corrections_Parameters.htm;C90X;C90x(d(),fd(),DT)
0206;0206_Corrections_Parameters.htm;C90Y;C90y(d(),fd(),DT)
0206;0206_Corrections_Parameters.htm;HC90X;HC90x(d(), fd(), DT)
0206;0206_Corrections_Parameters.htm;GLC;GlueCorr(d())
0206;0206_Corrections_Parameters.htm;LPC;LPCorr(d())
0206;0206_Flaps_Parameters.htm;FH;W+Wlc-d()+C90X
0206;0206_Flaps_Parameters.htm;CT1;2
0206;0206_Flaps_Parameters.htm;DxTB1;2
0206;0206_Flaps_Parameters.htm;FH1;(L+Llc)/2+C90X
0206;0206_Flaps_Parameters.htm;CT2;3
0206;0206_Flaps_Parameters.htm;DxTB;5
0206;0206_Flaps_Parameters.htm;DxTB2;3
0206;0206_Glue_Flap_Parameters.htm;GL;GLWidth(d())
0206;0206_Glue_Flap_Parameters.htm;GLA;65
0206;0206_Layers_Parameters.htm;LSC;LSCf(d())
0206;0206_Layers_Parameters.htm;Wlc;LC(d(),DT,WILN,WOLN)
0206;0206_Layers_Parameters.htm;LILN;0
0206;0206_Layers_Parameters.htm;LOLN;0
0206;0206_Layers_Parameters.htm;HILN;0
0206;0206_Layers_Parameters.htm;HOLN;switch(UL, No, 0, Yes, 2)
0206;0206_Layers_Parameters.htm;WILN;0
0206;0206_Layers_Parameters.htm;WOLN;0
0206;0206_Layers_Parameters.htm;Llc;LC(d(), DT, LILN, LOLN)
0206;0206_Layers_Parameters.htm;Hlc;LC(d(),DT,HILN,HOLN)
0206;0206_Main_Parameters.htm;L;280
0206;0206_Main_Parameters.htm;W;200
0206;0206_Main_Parameters.htm;H;150
0206;0206_Main_Parameters.htm;DT;dtID
0206;0206_Main_Parameters.htm;UL;No
0206;0206_Score-to-Score_Parameters.htm;Lss1;L+Llc+2*C90Y-GLC
0206;0206_Score-to-Score_Parameters.htm;Wss;W+2*C90Y
0206;0206_Score-to-Score_Parameters.htm;Lss;L+2*C90Y
0206;0206_Score-to-Score_Parameters.htm;Wss1;W+Wlc+2*C90Y-GLC
0206;0206_Score-to-Score_Parameters.htm;Hss;H+Hlc+2*HC90X
0206;0206_Slot_Parameters.htm;SE;2
0206;0206_Slot_Parameters.htm;SW;SlotWidth(d())
0206;0206_Slot_Parameters.htm;SW2;SW/2
0206;0206_Slot_Parameters.htm;EdgeType;Flat
0206;0206_Slot_Parameters.htm;ExtL;3
0206;0206_Slot_Parameters.htm;SW1;SW/2
0206;0206_Slot_Parameters.htm;DxCh;SW1
0206;0206_Slot_Parameters.htm;ChL;3
0207;0207_Corrections_Parameters.htm;C90X;C90x(d(),fd(),DT)
0207;0207_Corrections_Parameters.htm;C90Y;C90y(d(),fd(),DT)
0207;0207_Corrections_Parameters.htm;HC90X;HC90x(d(), fd(), DT)
0207;0207_Corrections_Parameters.htm;I90X;I90x(d(), fd())
0207;0207_Corrections_Parameters.htm;I90Y;I90y(d(), fd())
0207;0207_Corrections_Parameters.htm;O90X;O90x(d(), fd())
0207;0207_Corrections_Parameters.htm;LPC;LPCorr(d())
0207;0207_Corrections_Parameters.htm;GLC;GlueCorr(d())
0207;0207_Dividers_Parameters.htm;SW1;1.5*d()
0207;0207_Dividers_Parameters.htm;CellH;H/5
0207;0207_Dividers_Parameters.htm;CellW;(L+Llc-2*SW1)/3
0207;0207_Dividers_Parameters.htm;DBW1;(W+Wlc)/2+C90X-O90X
0207;0207_Dividers_Parameters.htm;PC1;d()
0207;0207_Dividers_Parameters.htm;PC4;d()
0207;0207_Dividers_Parameters.htm;DBW;CellW+2*I90X
0207;0207_Dividers_Parameters.htm;PC2;d()
0207;0207_Dividers_Parameters.htm;EdgeType;Flat
0207;0207_Dividers_Parameters.htm;ExtL;3
0207;0207_Dividers_Parameters.htm;PC3;d()
0207;0207_Dividers_Parameters.htm;DxCh;PC3
0207;0207_Dividers_Parameters.htm;ChL;3
0207;0207_Dividers_Parameters.htm;CellW1;(L-2*SW1)/3-PC1+C90X
0207;0207_Dividers_Parameters.htm;DHC;3
0207;0207_Dividers_Parameters.htm;DH;(H+Hlc)-DHC+C90X
0207;0207_Dividers_Parameters.htm;DH1;DBW+DH-(DBW1+CellH)-UL*LSC
0207;0207_Dividers_Parameters.htm;HW;2.5*d()
0207;0207_Flaps_Parameters.htm;FH;(W+Wlc)/2+C90X
0207;0207_Flaps_Parameters.htm;CT1;2
0207;0207_Flaps_Parameters.htm;DxTB1;2
0207;0207_Flaps_Parameters.htm;DxTB3;DxTB1
0207;0207_Flaps_Parameters.htm;FH1;FH+UL*LSC
0207;0207_Flaps_Parameters.htm;CT2;3
0207;0207_Flaps_Parameters.htm;DxTB;5
0207;0207_Flaps_Parameters.htm;DxTB2;3
0207;0207_Glue_Flap_Parameters.htm;GL;GLWidth(d())
0207;0207_Glue_Flap_Parameters.htm;DxGT1;7
0207;0207_Glue_Flap_Parameters.htm;GLA;65
0207;0207_Layers_Parameters.htm;HILN;0
0207;0207_Layers_Parameters.htm;HOLN;switch(UL, No, 0, Yes, 2)
0207;0207_Layers_Parameters.htm;WILN;0
0207;0207_Layers_Parameters.htm;WOLN;0
0207;0207_Layers_Parameters.htm;LILN;0
0207;0207_Layers_Parameters.htm;LOLN;0
0207;0207_Layers_Parameters.htm;LSC;LSCf(d())
0207;0207_Layers_Parameters.htm;Wlc;LC(d(),DT,WILN,WOLN)
0207;0207_Layers_Parameters.htm;Llc;LC(d(),DT,LILN,LOLN)
0207;0207_Layers_Parameters.htm;Hlc;LC(d(),DT,HILN,HOLN)
0207;0207_Main_Parameters.htm;L;280
0207;0207_Main_Parameters.htm;W;200
0207;0207_Main_Parameters.htm;H;150
0207;0207_Main_Parameters.htm;DT;dtID
0207;0207_Main_Parameters.htm;UL;No
0207;0207_Score-to-Score_Parameters.htm;Lss1;L+Llc+2*C90Y-GLC
0207;0207_Score-to-Score_Parameters.htm;Wss;W+2*C90Y
0207;0207_Score-to-Score_Parameters.htm;Lss;L+2*C90Y
0207;0207_Score-to-Score_Parameters.htm;Wss1;W+Wlc+2*C90Y-GLC
0207;0207_Score-to-Score_Parameters.htm;Hss;H+Hlc+2*HC90X
0207;0207_Slot_Parameters.htm;SE;2
0207;0207_Slot_Parameters.htm;SW;SlotWidth(d())
0207;0207_Slot_Parameters.htm;SW2;SW/2
0207;0207_Slot_Parameters.htm;EdgeType1;Flat
0207;0207_Slot_Parameters.htm;ExtL1;3.00
0207;0207_Slot_Parameters.htm;DxCh1;SW/2
0207;0207_Slot_Parameters.htm;ChL1;3.00
0207;0207_Slot_Parameters.htm;SW3;SW/2
0208;0208_Corrections_Parameters.htm;I90X;I90x(d(),fd())
0208;0208_Corrections_Parameters.htm;I90Y;I90y(d(), fd())
0208;0208_Corrections_Parameters.htm;O90X;O90x(d(),fd())
0208;0208_Corrections_Parameters.htm;C90X;C90x(d(),fd(),DT)
0208;0208_Corrections_Parameters.htm;C90Y;C90y(d(),fd(),DT)
0208;0208_Corrections_Parameters.htm;HC90X;HC90x(d(), fd(), DT)
0208;0208_Corrections_Parameters.htm;LPC;LPCorr(d())
0208;0208_Corrections_Parameters.htm;GLC;GlueCorr(d())
0208;0208_Dividers_Parameters.htm;SW1;2.5*d()
0208;0208_Dividers_Parameters.htm;DBW1;(W+Wlc)/2+C90X-O90X
0208;0208_Dividers_Parameters.htm;PC1;d()
0208;0208_Dividers_Parameters.htm;PC2;d()
0208;0208_Dividers_Parameters.htm;PC4;d()
0208;0208_Dividers_Parameters.htm;DBW;(L+Llc)/3+2*C90X
0208;0208_Dividers_Parameters.htm;EdgeType;Flat
0208;0208_Dividers_Parameters.htm;ExtL;3
0208;0208_Dividers_Parameters.htm;PC3;d()
0208;0208_Dividers_Parameters.htm;DxCh;PC3
0208;0208_Dividers_Parameters.htm;ChL;3
0208;0208_Dividers_Parameters.htm;PW;(W-SW1-2*PC2)/2
0208;0208_Dividers_Parameters.htm;DH;(H+Hlc)/2+C90X
0208;0208_Dividers_Parameters.htm;DH1;DBW+DH-DBW1-UL*LSC
0208;0208_Glue_Flap_Parameters.htm;GL;GLWidth(d())
0208;0208_Glue_Flap_Parameters.htm;DxGT1;7
0208;0208_Layers_Parameters.htm;LSC;LSCf(d())
0208;0208_Layers_Parameters.htm;Wlc;LC(d(),DT,WILN,WOLN)
0208;0208_Layers_Parameters.htm;LILN;0
0208;0208_Layers_Parameters.htm;LOLN;0
0208;0208_Layers_Parameters.htm;HILN;0
0208;0208_Layers_Parameters.htm;HOLN;switch(UL, No, 0, Yes, 2)
0208;0208_Layers_Parameters.htm;WILN;0
0208;0208_Layers_Parameters.htm;WOLN;0
0208;0208_Layers_Parameters.htm;Llc;LC(d(), DT, LILN, LOLN)
0208;0208_Layers_Parameters.htm;Hlc;LC(d(),DT,HILN,HOLN)
0208;0208_Main_Parameters.htm;L;280
0208;0208_Main_Parameters.htm;W;200
0208;0208_Main_Parameters.htm;H;150
0208;0208_Main_Parameters.htm;DT;dtID
0208;0208_Main_Parameters.htm;UL;No
0208;0208_Score-to-Score_Parameters.htm;Lss1;L+Llc+2*C90Y-GLC
0208;0208_Score-to-Score_Parameters.htm;Wss;W+2*C90Y
0208;0208_Score-to-Score_Parameters.htm;Lss;L+2*C90Y
0208;0208_Score-to-Score_Parameters.htm;Wss1;W+Wlc+2*C90Y-GLC
0208;0208_Score-to-Score_Parameters.htm;Hss;H+Hlc+2*HC90X
0209;0209_Corrections_Parameters.htm;C90X;C90x(d(),fd(),DT)
0209;0209_Corrections_Parameters.htm;C90Y;C90y(d(),fd(),DT)
0209;0209_Corrections_Parameters.htm;HC90X;HC90x(d(), fd(), DT)
0209;0209_Corrections_Parameters.htm;GLC;GlueCorr(d())
0209;0209_Corrections_Parameters.htm;LPC;LPCorr(d())
0209;0209_Flaps_Parameters.htm;FH;(W+Wlc)/2+C90X
0209;0209_Flaps_Parameters.htm;CT1;2
0209;0209_Flaps_Parameters.htm;DxTB1;2
0209;0209_Flaps_Parameters.htm;DxTB3;DxTB1
0209;0209_Flaps_Parameters.htm;FH1;FH+UL*LSC
0209;0209_Flaps_Parameters.htm;CT2;3
0209;0209_Flaps_Parameters.htm;DxTB;5
0209;0209_Flaps_Parameters.htm;DxTB2;3
0209;0209_Flaps_Parameters.htm;FH2;50+C90X
0209;0209_Flaps_Parameters.htm;FH3;FH2+UL*LSC
0209;0209_Glue_Flap_Parameters.htm;GL;GLWidth(d())
0209;0209_Glue_Flap_Parameters.htm;GLA;65
0209;0209_Layers_Parameters.htm;LSC;LSCf(d())
0209;0209_Layers_Parameters.htm;Wlc;LC(d(),DT,WILN,WOLN)
0209;0209_Layers_Parameters.htm;LILN;0
0209;0209_Layers_Parameters.htm;LOLN;0
0209;0209_Layers_Parameters.htm;HILN;0
0209;0209_Layers_Parameters.htm;HOLN;switch(UL, No, 0, Yes, 2)
0209;0209_Layers_Parameters.htm;WILN;0
0209;0209_Layers_Parameters.htm;WOLN;0
0209;0209_Layers_Parameters.htm;Llc;LC(d(), DT, LILN, LOLN)
0209;0209_Layers_Parameters.htm;Hlc;LC(d(),DT,HILN,HOLN)
0209;0209_Main_Parameters.htm;L;280
0209;0209_Main_Parameters.htm;W;200
0209;0209_Main_Parameters.htm;H;150
0209;0209_Main_Parameters.htm;DT;dtID
0209;0209_Main_Parameters.htm;UL;No
0209;0209_Score-to-Score_Parameters.htm;Lss1;L+Llc+2*C90Y-GLC
0209;0209_Score-to-Score_Parameters.htm;Wss;W+2*C90Y
0209;0209_Score-to-Score_Parameters.htm;Lss;L+2*C90Y
0209;0209_Score-to-Score_Parameters.htm;Wss1;W+Wlc+2*C90Y-GLC
0209;0209_Score-to-Score_Parameters.htm;Hss;H+Hlc+2*HC90X
0209;0209_Slot_Parameters.htm;SE;2
0209;0209_Slot_Parameters.htm;SW;SlotWidth(d())
0209;0209_Slot_Parameters.htm;SW2;SW/2
0209;0209_Slot_Parameters.htm;EdgeType;Flat
0209;0209_Slot_Parameters.htm;ExtL;3
0209;0209_Slot_Parameters.htm;SW1;SW/2
0209;0209_Slot_Parameters.htm;DxCh;SW1
0209;0209_Slot_Parameters.htm;ChL;3
0210;0210_Corrections_Parameters.htm;I90Y;I90y(d(), fd())
0210;0210_Corrections_Parameters.htm;O90Y;O90y(d(),fd())
